Disclaimer: Although Stormwater Services makes every effort to ensure data quality in the monitoring program, errors do arise and may not be identified at the time the data was uploaded to this database.  The City of Durham does not assume any liability associated with the use of these data and is not obligated to notify parties of modifications or changes to the database.

Query Results: 
Name:EL10.7EC-EL1.9EC-EL5.0EC-EL5.5GC-EL5.6EC-EL7.1EC-EL7.1SEC-EL7.6SECT-EL7.9EC-EL8.1GC-EL8.2EC-EL8.5SEC-EL8.6SECUT-EL9.9EC-EL-Englewood-EL-Knox 
Medium:Water
Parameters: all 
Project: Ambient
Time Period:2016-05-02 ~ 2022-05-02
Data was downloaded on May 23 2022 11:41 am
The data contains the QA code. 
For Help with QA code, please check http://www.durhamwaterquality.org/QAcode.php

Station Name,Filtered,Parameter,Date/Time,Value,QA Code,Unit,QAQC Sample,Comments,Rain in Last 24 Hours,Sky Condition,Flow Severity,Comp  Code,Thalweg,Lab,Project
"EL8.1GC","","Total Phosphorus","2021-04-06 08:15:00","0.003","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Total Phosphorus","2021-05-04 08:15:00","0.29","","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Total Phosphorus","2021-06-01 08:15:00","0.3","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Total Phosphorus","2021-07-06 08:15:00","0.35","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Total Phosphorus","2021-08-03 08:20:00","0.17","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Total Phosphorus","2021-09-07 08:25:00","0.54","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Total Phosphorus","2021-10-12 08:50:00","0.47","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Total Phosphorus","2021-10-12 08:50:00","0.47","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Total Phosphorus","2021-11-02 08:15:00","0.47","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Total Phosphorus","2021-12-07 08:20:00","0.29","","mg/L","","Heavy leaf litter in stream, high tannins","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2016-05-11 08:40:00","0.22","","mg/L","","Staff Gage:  0.68","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2016-06-15 08:35:00","0.29","","mg/L","","Staff Gage:  0.64; Barely discernable discharge","No","Partly Cloudy","1","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2016-07-13 08:35:00","0.17","","mg/L","","Staff Gage:  0.73","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2016-08-10 08:30:00","0.2","","mg/L","","Staff Gage:  0.56","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2016-09-14 08:40:00","0.36","","mg/L","","Duplicate Site; Staff Gage:  0.66 Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2016-09-14 08:40:00","0.3","","mg/L","","Duplicate Site; Staff Gage:  0.66 Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2016-10-12 08:40:00","0.4","","mg/L","","Staff Gage:  0.72","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2016-11-09 09:05:00","0.4","","mg/L","","Staff Gage:  0.90; High stage, merky water","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2016-12-08 09:00:00","0.21","","mg/L","","Staff Gage:  0.67","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-01-19 12:00:00","0.07","","mg/L",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-02-14 11:45:00","0.32","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-03-14 11:35:00","0.15","","mg/L",""," ","Yes","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-04-11 11:05:00","0.51","","mg/L","","Staff Gage: 0.66' very low flow, stagnant water","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-05-16 11:10:00","0.23","","mg/L","","Staff Gage: 0.66' Very high conductivity","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-06-13 10:55:00","0.22","","mg/L","","Staff Gage: 0.68'","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-07-11 11:45:00","0.19","","mg/L","","Staff Gage: 0.65'","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-08-15 11:40:00","0.12","","mg/L","","Staff Gage: 0.66'","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-09-12 11:18:00","0.17","","mg/L","","Staff Gage: 0.78' Duplicate Site Duplicate","Yes","Overcast","1","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-09-12 11:18:00","0.38","","mg/L","","Staff Gage: 0.78' Duplicate Site Duplicate","Yes","Overcast","1","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-10-10 11:25:00","0.41","","mg/L","","Staff Gage: 0.67'","Yes","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-11-07 11:30:00","0.41","","mg/L","","Staff Gage: 0.72'","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2017-12-05 11:45:00","0.33","","mg/L","","Staff Gage: 0.62' Turbid water","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-01-08 11:35:00","0.07","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-02-05 10:55:00","0.05","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-03-05 11:36:00","0.1","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-04-02 11:20:00","0.3","","mg/L","","Raining","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-05-07 10:50:00","0.16","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-06-05 10:55:00","0.22","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-07-09 10:35:00","0.12","","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-08-06 10:40:00","0.13","","mg/L","","Duplicate Site Duplicate","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-08-06 10:40:00","0.12","","mg/L","","Duplicate Site Duplicate","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-09-03 10:50:00","0.12","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-10-01 11:05:00","0.27","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-11-05 10:45:00","0.17","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2019-12-03 11:00:00","0.1","","mg/L","","sampled further downstream due to channel shift","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-01-05 10:30:00","0.1","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-02-02 10:55:00","0.11","","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-03-02 10:10:00","0.13","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-04-06 10:10:00","0.07","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-05-04 10:00:00","0.26","","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-06-01 10:00:00","0.32","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-07-06 10:05:00","0.31","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-07-06 10:05:00","0.31","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-08-03 09:45:00","0.17","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-09-07 10:00:00","0.5","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-10-12 10:45:00","0.45","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-11-02 09:55:00","0.36","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Total Phosphorus","2021-12-07 10:30:00","0.33","","mg/L","","Heavy leaf littler, high tannins","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-01-19 09:00:00","0.23","","mg/L","","Duplicate Site Duplicate","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-01-19 09:00:00","0.22","","mg/L","","Duplicate Site Duplicate","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-02-14 08:45:00","0.56","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-03-14 08:40:00","0.11","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-04-11 08:05:00","0.35","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-05-16 08:05:00","0.25","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-06-13 07:35:00","0.25","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-07-11 08:20:00","0.09","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-08-15 08:15:00","0.23","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-09-12 08:27:00","0.17","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-10-10 08:30:00","0.45","","mg/L","","Duplicate Site Duplicate","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-10-10 08:30:00","0.43","","mg/L","","Duplicate Site Duplicate","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-11-07 08:35:00","0.42","","mg/L","","very clear water, slight Chlorine smell","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2017-12-05 08:50:00","0.03","U","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-01-08 08:40:00","0.23","","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-01-08 08:40:00","0.21","","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-02-05 08:10:00","0.16","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-03-05 08:26:00","0.04","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-04-02 08:20:00","0.05","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-05-07 08:15:00","0.39","","mg/L","","Slight sewer smell, black flocculent; SSO later confirmed","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-06-05 08:20:00","0.25","","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-07-09 08:15:00","0.17","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-08-06 08:15:00","0.17","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-09-03 08:15:00","0.2","","mg/L","","Duplicate","","","","","","","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-09-03 08:15:00","0.19","","mg/L","","Duplicate","","","","","","","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-10-01 08:20:00","0.36","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-11-05 08:15:00","0.1","","mg/L","","Some suspended debris in sample bottles "floating crud"","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2019-12-03 08:15:00","0.04","","mg/L","","Murky water","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2020-01-07 08:35:00","0.06","","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2020-01-07 08:35:00","0.08","","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2020-02-04 08:25:00","0.07","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2020-03-03 08:25:00","0.08","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2020-07-07 08:10:00","0.11","","mg/L",""," ","Yes","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2020-08-04 08:05:00","0.15","","mg/L","","Heavy rains overnight from hurricane.","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2020-09-01 08:25:00","0.13","","mg/L","","Duplicate Site Duplicate","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2020-09-01 08:25:00","0.1","","mg/L","","Duplicate Site Duplicate","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2020-10-06 08:15:00","0.03","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2020-11-03 08:10:00","0.19","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2020-12-01 08:05:00","0.06","","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-01-05 08:10:00","0.03","","mg/L","","Duplicate Site; Small Suspended particles in stream Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-01-05 08:10:00","0.04","","mg/L","","Duplicate Site; Small Suspended particles in stream Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-02-02 08:00:00","0.17","","mg/L","","Unusual suspended floc in water","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-03-02 08:05:00","0.08","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-04-06 08:00:00","0.03","","mg/L","","Grass clippings and debris in samples","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-05-04 08:00:00","0.13","","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-06-01 08:00:00","0.12","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-07-06 07:55:00","0.23","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-08-03 08:00:00","0.13","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-09-07 08:00:00","0.37","","mg/L","","Duplicate Site Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-09-07 08:00:00","0.56","","mg/L","","Duplicate Site Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-10-12 08:20:00","0.4","","mg/L",""," ","","","","","","","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-11-02 08:00:00","0.31","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Total Phosphorus","2021-12-07 08:05:00","0.24","","mg/L","","Leaf litter in stream","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-01-05 10:45:00","0.09","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-02-02 11:15:00","0.08","","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-03-02 10:25:00","0.07","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-04-06 10:25:00","0.05","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-05-04 10:15:00","0.19","","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-06-01 10:15:00","0.21","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-07-06 10:25:00","0.23","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-08-03 10:10:00","0.15","","mg/L","","Duplicate Site Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-08-03 10:10:00","0.23","","mg/L","","Duplicate Site Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-09-07 10:20:00","0.33","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-10-12 11:05:00","0.47","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-11-02 10:10:00","0.36","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Total Phosphorus","2021-12-07 10:45:00","0.22","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL10.7EC","","Total Suspended Solids","2017-01-11 09:20:00","7.8","","mg/L","","Duplicate Site; High conductivity due to ice treatment for snow storm Duplicate","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL10.7EC","","Total Suspended Solids","2017-01-11 09:20:00","6.6","","mg/L","","Duplicate Site; High conductivity due to ice treatment for snow storm Duplicate","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL10.7EC","","Total Suspended Solids","2017-02-15 09:00:00","21.7","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL10.7EC","","Total Suspended Solids","2017-03-15 08:50:00","8.3","U","mg/L",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2016-05-10 09:05:00","5.5","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2016-06-14 09:15:00","2.6","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2016-07-12 09:25:00","4.4","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2016-08-09 09:15:00","6.3","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2016-09-13 09:30:00","2.5","U","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2016-10-11 09:15:00","8.8","","mg/L","","Duplicate Site; bank erosion from hurricane matthew Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2016-10-11 09:15:00","8.5","","mg/L","","Duplicate Site; bank erosion from hurricane matthew Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2016-11-08 09:35:00","2.5","U","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2016-12-06 09:30:00","3.3","","mg/L","","Raining","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-01-19 10:30:00","3.5","","mg/L",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-02-14 10:15:00","2.5","U","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-03-14 10:05:00","33.8","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-04-11 09:34:00","3","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-05-16 09:40:00","10.9","","mg/L","","Duplicate Site, merky water Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-05-16 09:40:00","12.4","","mg/L","","Duplicate Site, merky water Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-06-13 09:00:00","2.5","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-07-11 09:50:00","2.5","U","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-08-15 09:40:00","3.6","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-09-12 10:00:00","2.5","U","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-10-10 10:00:00","2.5","U","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-11-07 10:05:00","2.7","","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2017-12-05 10:20:00","5","U","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2018-01-02 09:45:00","2.5","U","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2018-02-06 09:55:00","7.4","","mg/L","","Duplicate Site Duplicate","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2018-02-06 09:55:00","7.3","","mg/L","","Duplicate Site Duplicate","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2018-03-06 09:10:00","2.5","U","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2018-04-03 09:45:00","3.2","","mg/L",""," ","","","","","","","Ambient",
"EL1.9EC","","Total Suspended Solids","2018-05-01 08:45:00","10.9","","mg/L","","NDWRF dewatering from construction area on 4/30","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2018-06-05 09:15:00","6.6","","mg/L","","merky water and strong sewage odor","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2018-07-10 08:50:00","3.5","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2018-08-07 09:35:00","3.6","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2018-09-04 09:40:00","2.5","U","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2018-10-02 09:20:00","5.8","","mg/L","","Very high water could not reach thalwag","No","Partly Cloudy","4","G","No","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2018-12-04 10:00:00","5","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-01-08 09:50:00","4.4","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-02-05 09:10:00","2.8","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-03-05 09:30:00","10.8","","mg/L","","Duplicate Site Duplicate","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-03-05 09:30:00","10","","mg/L","","Duplicate Site Duplicate","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-04-02 09:20:00","2.6","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-05-07 09:00:00","7.7","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
