"","Station","Date","WQI","Copper.CCC","Zinc.CCC","Fecal.Coliform.cfu.100mL.","Dissolved.Oxygen.mg.L.","Nitrate...Nitrite.as.N.mg.L.","Copper.ug.L.","Biochemical.Oxygen.Demand.mg.L.","Turbidity.NTU.","Total.Kjeldahl.Nitrogen.mg.L.","Zinc.ug.L.","Total.Phosphorus.mg.L.","Hardness.mg.L."
"686","EL7.1SEC","2015-04-14","84","13.10",172.2,230,6.28,0.23,3,1,9.2,0.43,7,0.07,156
"687","EL7.1SEC","2015-05-12","81","7.95",104.99,640,7.49,0.31,8,2.5,4.18,0.45,14,0.08,87
"688","EL7.1SEC","2015-06-09","36","3.38",44.99,56000,6.32,0.54,9.5,9.1,24.2,0.89,14.6,0.16,32
"689","EL7.1SEC","2015-07-14","50","3.79",50.29,32500,5.8,0.46,7.5,2.9,13.3,0.63,16.95,0.11,36.5
"690","EL7.1SEC","2015-08-11","74","5.54",73.37,3100,6.62,0.31,2.3,1,13.3,0.29,22.1,0.18,57
"691","EL7.1SEC","2015-09-15","65","4.78",63.43,5500,7,0.32,2.8,1,101,0.27,18.1,0.1,48
"692","EL7.1SEC","2015-10-13","80","7.64",100.89,980,6.47,0.26,5.1,1,4.21,0.49,22.9,0.06,83
"693","EL7.1SEC","2015-11-10","65","4.09",54.35,5800,9.28,0.34,8.5,1,15.7,0.5,17.2,0.18,40
"694","EL7.1SEC","2015-12-01","68","5.12",67.88,1273,10.06,0.33,8.2,2,12.9,1.25,30.9,0.13,52
"695","EL7.1SEC","2017-01-19","","10.99",144.66,840,8.86,0.44,8.5,1,NA,0.71,25.4,0.05,127
"696","EL7.1SEC","2017-02-14","89","8.03",106.01,184,10.78,0.42,2.6,1,6.86,0.69,28.1,0.17,88
"697","EL7.1SEC","2017-03-14","58","2.83",37.73,3600,11.8,0.36,7.5,5,17.9,0.47,20.3,0.1,26
"698","EL7.1SEC","2017-04-11","80","8.88",117.14,420,7.2,0.16,2.5,4,6.9,0.78,7.1,0.19,99
"699","EL7.1SEC","2017-05-16","79","10.61",139.82,1200,7.2,0.46,3.7,1,8.3,0.23,16,0.1,122
"700","EL7.1SEC","2017-06-13","71","6.03",79.87,3300,7.5,0.58,3.9,1,9.6,0.48,37.5,0.23,63
"701","EL7.1SEC","2017-07-11","72","8.03",106.01,880,5.9,0.42,5.4,1,7.5,1.12,10.2,0.13,88
"702","EL7.1SEC","2017-08-15","52","4.48",59.49,1465,4.8,0.67,6.8,1,16.1,0.56,11.2,0.12,44.5
"703","EL7.1SEC","2017-09-12","57","6.68",88.38,60000,7.7,0.39,6.5,3.6,17.1,0.43,58.2,0.12,71
"704","EL7.1SEC","2017-10-10","53","3.74",49.71,3700,4.3,0.08,6.5,2,9.3,0.48,30.9,0.29,36
"705","EL7.1SEC","2017-11-07","94","5.29",70.09,150,7.7,0.15,2.7,1,6.3,0.41,31.6,0.26,54
"706","EL7.1SEC","2017-12-05","84","9.56",126.1,940,9.5,0.08,4.2,1,21.1,0.17,19.6,0.04,108
"707","EL7.1SEC","2019-01-08","71","13.02",171.26,2100,10.4,0.73,3,1,14.4,0.35,18.6,0.1,155
"708","EL7.1SEC","2019-02-05","92","12.66",166.57,191,10.6,0.51,2.8,1,7.5,0.56,21.5,0.05,150
"709","EL7.1SEC","2019-03-05","70","9.94",131.03,5400,11.2,0.66,5.3,1,16.9,0.57,20.4,0.1,113
"710","EL7.1SEC","2019-04-02","53","8.88",117.14,200,1.4,0.35,3.6,3,5.8,0.8,42,0.24,99
"711","EL7.1SEC","2019-05-07","62","7.95",104.99,23000,5.5,0.08,3.7,1,17.4,0.39,31.6,0.24,87
"712","EL7.1SEC","2019-06-05","46","9.41",124.12,2000,2.8,0.15,2.5,1,8.7,0.69,9.1,0.22,106
"713","EL7.1SEC","2019-07-09","58","6.64",87.85,3250,5.6,1.07,7,5,13.6,0.74,16.55,0.15,70.5
"714","EL7.1SEC","2019-08-06","49","3.38",44.99,17000,5.7,0.33,12.3,3,22.1,0.92,28.8,0.14,32
"715","EL7.1SEC","2019-09-03","77","12.95",170.33,818,5.8,0.39,3.2,1,6.8,0.25,5.8,0.12,154
"716","EL7.1SEC","2019-10-01","68","15.15",198.96,125,3,0.08,2.8,1,3.8,0.34,9,0.09,185
"717","EL7.1SEC","2019-11-05","","7.17",94.78,1130,7.3,0.07,4.1,1,8.8,NA,10.7,0.13,77.1
"718","EL7.1SEC","2019-12-03","82","8.74",115.33,440,8.7,0.87,6.4,1,7.2,0.39,19.2,0.05,97.2
"719","EL7.1SEC","2021-01-05","81","11.26",148.22,380,11.3,0.29,5,1,14,0.63,19.2,0.15,130.7
"720","EL7.1SEC","2021-02-02","77","3.89",51.69,310,11.5,0.73,5.2,1,14.9,0.36,23.3,0.08,37.7
"721","EL7.1SEC","2021-03-02","70","3.56",47.36,1182,10.5,0.43,5.1,1,13.7,0.63,19,0.09,34
"722","EL7.1SEC","2021-04-06","89","1.87",25.01,185,8.6,0.34,2.8,1,7.7,0.56,6.8,0.02,16
"723","EL7.1SEC","2021-05-04","23","1.97",26.32,30000,4.4,0.33,9,5.1,30.9,0.83,13.5,0.19,17
"724","EL7.1SEC","2021-06-01","69","2.50",33.38,1510,6.1,0.34,3.86,1.5,5.4,0.51,11.2,0.17,22.5
"725","EL7.1SEC","2021-07-06","30","3.20",42.59,17000,4.1,0.43,11.5,4.9,23.5,1.02,21.4,0.22,30
"726","EL7.1SEC","2021-08-03","83","13.21",173.69,500,5.6,0.12,3.5,1,7.9,0.26,6.2,0.22,157.6
"727","EL7.1SEC","2021-09-07","78","7.40",97.79,1200,5.5,0.02,3.5,1,5.5,0.25,6.5,0.38,80
"728","EL7.1SEC","2021-10-12","","8.49",112.1,1820,7.5,0.8,6.8,1,6.1,0.49,NA,0.43,94
"729","EL7.1SEC","2021-11-02","84","8.80",116.13,500,8.9,0.25,3.94,1,5.5,0.42,7.47,0.31,98
"730","EL7.1SEC","2021-12-07","96","11.72",154.25,79.6,8,0.15,2.06,1,4.5,0.32,5.52,0.27,137
"731","EL8.1GC","2004-01-20","83","11.21",147.55,210,12.04,0.6,2.5,1,9.69,0.25,5,0.07,130
"732","EL8.1GC","2004-02-10","","12.66",166.57,387,10.64,1,2.5,1,NA,0.25,5,0.05,150
"733","EL8.1GC","2004-03-16","46","6.60",87.33,6000,10.44,1.2,13,9,78.5,0.69,30,0.35,70
"734","EL8.1GC","2004-04-27","55","4.09",54.35,6000,7.06,0.6,7.8,7,22.9,0.7,10,0.26,40
"735","EL8.1GC","2004-05-25","68","8.96",118.14,600,4.76,0.3,5.2,2,12.9,0.25,12,0.29,100
"736","EL8.1GC","2004-06-15","53","10.47",137.87,6000,4.86,0.6,2.5,4,24.3,0.5,5,0.13,120
"737","EL8.1GC","2004-07-13","44","5.79",76.63,43000,5.88,0.5,7,6,28.5,1,5,0.14,60
"738","EL8.1GC","2004-08-17","71","11.21",147.55,5600,7.93,0.9,2.5,1,10.4,0.25,5,0.11,130
"739","EL8.1GC","2004-09-14","64","11.21",147.55,5000,5.87,0.9,2.5,3,6.52,1.1,5,0.26,130
"740","EL8.1GC","2004-10-12","73","10.47",137.87,370,6.81,0.7,2.5,3,6.21,2.8,5,0.1,120
"741","EL8.1GC","2004-11-09","74","12.66",166.57,1080,8.34,1,2.5,1,7.45,0.5,5,0.1,150
"742","EL8.1GC","2004-12-07","68","6.60",87.33,3800,8.84,0.5,2.5,6,33.1,0.25,5,0.2,70
"743","EL8.1GC","2005-01-10","96","12.66",166.57,180,9.44,0.3,2.5,1,5.77,0.25,5,0.08,150
"744","EL8.1GC","2005-02-22","70","11.94",157.11,8000,11.35,0.5,2.5,4,12.4,0.25,5,0.06,140
"745","EL8.1GC","2005-03-08","","6.60",87.33,5200,11.8,0.3,5,NA,1000,2.6,17,0.07,70
"746","EL8.1GC","2005-04-12","84","11.21",147.55,560,9.85,0.9,2.5,1,22.9,0.25,5,0.03,130
"747","EL8.1GC","2005-05-17","66","9.72",128.08,2900,6.01,0.3,2.5,4,11.1,2.2,5,0.08,110
"748","EL8.1GC","2005-06-14","","10.47",137.87,120000,4.41,0.8,2.5,NA,69.2,2.5,5,0.54,120
"749","EL8.1GC","2005-07-12","83","11.21",147.55,780,6.63,0.3,2.5,1,9.23,0.25,5,0.14,130
"750","EL8.1GC","2005-08-16","","7.40",97.79,2200,6.95,0.3,2.5,1,26.9,0.25,5,NA,80
"751","EL8.1GC","2005-09-13","68","6.60",87.33,128,3.95,0.3,2.5,1,4.26,0.25,5,0.1,70
"752","EL8.1GC","2005-10-11","54","5.79",76.63,2000,4.64,0.3,5,1,63.8,0.25,5,0.08,60
"753","EL8.1GC","2005-11-08","87","8.18",108.05,40,6.84,0.1,2.5,1,83.5,0.25,5,0.12,90
"754","EL8.1GC","2005-12-06","74","8.96",118.14,1364,10.97,1.6,5.8,1,38.2,0.25,14,0.19,100
"755","EL8.1GC","2006-01-10","74","11.94",157.11,4700,9.44,0.7,2.5,3,6.57,0.5,5,0.03,140
"756","EL8.1GC","2006-02-07","83","12.66",166.57,246,10.92,0.9,2.5,1,7.14,0.25,5,0.05,150
"757","EL8.1GC","2006-03-14","60","11.94",157.11,21000,6.69,0.5,2.5,2,9.28,0.8,5,0.03,140
"758","EL8.1GC","2006-04-04","61","9.72",128.08,2400,6.18,0.1,2.5,9,11.4,1,5,0.05,110
"759","EL8.1GC","2006-05-16","79","8.96",118.14,820,6.65,0.4,2.5,3,8.09,0.25,5,0.05,100
"760","EL8.1GC","2006-06-13","79","9.72",128.08,3600,7.16,0.3,2.5,1,29.5,0.25,5,0.05,110
"761","EL8.1GC","2006-07-18","71","11.94",157.11,760,4.73,0.1,2.5,1,4.77,0.25,5,0.05,140
"762","EL8.1GC","2006-08-08","50","9.72",128.08,6000,4.55,0.3,2.5,5,9.63,1.5,5,0.06,110
"763","EL8.1GC","2006-09-12","77","11.94",157.11,2700,5.97,0.2,2.5,1,3.37,0.25,5,0.05,140
"764","EL8.1GC","2006-10-10","76","8.96",118.14,1060,5.77,0.4,2.5,3,11.4,0.5,5,0.06,100
"765","EL8.1GC","2006-11-07","","5.79",76.63,69000,9.76,0.8,5.8,NA,300,1.1,26,0.05,60
"766","EL8.1GC","2006-12-06","","12.66",166.57,262,10,1.3,2.5,1,7.39,0.7,NA,0.06,150
"767","EL8.1GC","2007-01-09","82","11.21",147.55,620,11.19,0.9,2.5,1,9.75,0.25,5,0.07,130
"768","EL8.1GC","2007-02-06","","",NA,NA,12.42,NA,NA,NA,5.21,NA,NA,NA,NA
"769","EL8.1GC","2007-03-20","","11.21",147.55,1455,9.02,0.7,2.5,2,7.62,0.25,NA,0.06,130
"770","EL8.1GC","2007-05-15","84","11.94",157.11,760,6.14,0.5,2.5,2,7.47,0.25,5,0.07,140
"771","EL8.1GC","2007-06-26","65","7.40",97.79,1120,4.04,0.1,2.5,1,2.87,0.25,11,0.08,80
"772","EL8.1GC","2007-11-06","87","12.66",166.57,230,8.42,0.05,2.5,1,4.3,0.25,5,0.08,150
"773","EL8.1GC","2007-12-05","","10.47",137.87,14,8.66,0.05,2.5,2,3.85,0.25,NA,0.1,120
"774","EL8.1GC","2008-01-15","99","13.38",175.93,82,10.08,0.05,2.5,2,5.44,0.25,5,0.05,160
"775","EL8.1GC","2008-02-12","100","13.38",175.93,63,9.41,0.05,2.5,2,5.98,0.25,5,0.03,160
"776","EL8.1GC","2008-03-13","","14.09",185.2,220,9.39,0.9,2.5,1,30.6,0.25,NA,0.09,170
"777","EL8.1GC","2008-04-08","","11.94",157.11,490,9.06,1,5,1,10.6,0.3,NA,0.06,140
"778","EL8.1GC","2008-05-06","71","9.72",128.08,480,7.42,0.4,6.2,1,1000,0.8,5,0.05,110
"779","EL8.1GC","2008-06-10","40","14.09",185.2,3000,4.51,0.05,2.5,5,103,0.9,5,0.09,170
"780","EL8.1GC","2008-07-17","","11.94",157.11,60000,5.22,0.05,2.5,NA,6.52,0.3,10,0.08,140
"781","EL8.1GC","2008-08-12","64","8.18",108.05,7000,6.05,0.2,5.7,4,106,0.8,5,0.02,90
"782","EL8.1GC","2008-09-09","93","4.09",54.35,130,7.36,0.2,2.5,1,37.8,0.5,5,0.16,40
"783","EL8.1GC","2008-10-07","85","11.94",157.11,320,7.43,0.1,2.5,1,5.2,0.15,5,0.18,140
"784","EL8.1GC","2008-11-12","96","8.96",118.14,90,8.4,0.1,2.5,2,6.78,0.15,14,0.14,100
"785","EL8.1GC","2008-12-04","80","15.50",203.51,144,8.76,0.2,2.5,12,18.3,0.15,13,0.18,190
"786","EL8.1GC","2009-01-06","36","4.95",65.66,25000,11.05,0.5,5.7,5,250,1,18,0.14,50
"787","EL8.1GC","2009-02-10","95","13.38",175.93,81,10.61,0.4,2.5,2,6.6,0.4,11,0.19,160
"788","EL8.1GC","2009-03-17","72","8.96",118.14,4000,10.87,0.9,6.8,2,31.6,0.02,31,0.16,100
"789","EL8.1GC","2009-04-14","92","13.38",175.93,98,7.48,0.3,2.5,1,8.94,0.6,5,0.09,160
"790","EL8.1GC","2009-05-12","72","5.79",76.63,1000,6.97,0.2,2.5,4,16.8,1,5,0.12,60
"791","EL8.1GC","2009-06-10","41","8.18",108.05,26000,7.44,1,9.1,4,359,0.4,5,0.1,90
"792","EL8.1GC","2009-07-14","62","7.40",97.79,26000,6.19,0.2,5.3,2,25.5,0.15,5,0.11,80
"793","EL8.1GC","2009-08-11","80","8.96",118.14,1182,5.29,0.05,2.5,3,6.83,0.15,10,0.05,100
"794","EL8.1GC","2009-09-15","86","8.96",118.14,280,6.97,0.05,2.5,2,6.22,0.15,5,0.06,100
"795","EL8.1GC","2009-10-13","57","3.20",42.59,60000,6.54,0.2,5.2,4,30.4,0.15,5,0.07,30
"796","EL8.1GC","2009-11-10","88","12.66",166.57,430,7.92,0.05,2.5,1,4.77,0.3,5,0.06,150
"797","EL8.1GC","2009-12-01","","5.79",76.63,23000,8.97,0.3,5.3,6,24.6,1,NA,0.05,60
"798","EL8.1GC","2010-01-12","","11.21",147.55,260,12.17,0.5,2.5,1,5.02,NA,18,0.12,130
"799","EL8.1GC","2010-02-16","75","9.72",128.08,909,13.85,0.5,6,2,28,0.7,24,0.14,110
"800","EL8.1GC","2010-03-09","95","11.94",157.11,18,12.78,0.2,2.5,1,5.78,0.6,16,0.09,140
"801","EL8.1GC","2010-04-13","69","13.38",175.93,2000,7.88,0.2,2.5,4,5.98,1.1,5,0.12,160
"802","EL8.1GC","2010-05-04","","",NA,NA,NA,0.05,2.5,1,NA,0.87,5.5,0.07,NA
"803","EL8.1GC","2010-06-15","","8.96",118.14,1091,4.51,0.1,2.5,2,5.22,NA,5,0.14,100
"804","EL8.1GC","2010-07-13","32","4.09",54.35,57000,3.23,0.05,2.5,7,7.32,0.3,15,0.05,40
"805","EL8.1GC","2010-08-10","85","10.47",137.87,300,5.58,0.1,2.5,1,1.61,0.5,5,0.08,120
"806","EL8.1GC","2010-09-14","72","9.72",128.08,54,3.75,0.05,2.5,1,3.43,0.5,5,0.07,110
"807","EL8.1GC","2010-10-12","86","9.34",123.13,340,6.04,0.05,2.5,1,2.62,0.15,5,0.06,105
"808","EL8.1GC","2010-11-09","85","6.60",87.33,245,9.57,0.2,2.5,1,6.09,0.15,10,0.2,70
"809","EL8.1GC","2010-12-07","96","7.00",92.58,18,9.98,0.2,2.5,1,3.51,0.15,12,0.14,75
"810","EL8.1GC","2011-01-19","78","6.20",82.01,16,10.8,0.3,2.5,5,6.71,2.5,242,0.02,65
"811","EL8.1GC","2011-02-16","100","13.02",171.26,99,10.67,0.4,2.5,1,4.54,0.15,31,0.02,155
"812","EL8.1GC","2011-03-16","74","5.79",76.63,600,9.4,0.7,5.4,5,14.7,0.7,27,0.06,60
"813","EL8.1GC","2011-04-13","98","13.38",175.93,63,7.74,0.2,2.5,1,5.88,0.3,14,0.07,160
"814","EL8.1GC","2011-05-12","","8.18",108.05,333,5.33,0.05,2.5,3,4.87,0.8,NA,0.26,90
"815","EL8.1GC","2011-06-08","","13.02",171.26,3800,6.01,0.05,2.5,1,3.27,0.5,NA,0.08,155
"816","EL8.1GC","2011-07-13","85","12.30",161.85,700,6.45,0.4,2.5,1,3.68,0.3,10,0.05,145
"817","EL8.1GC","2011-08-17","","7.79",102.94,1180,6.4,0.05,2.5,1,3.34,0.15,NA,0.09,85
"818","EL8.1GC","2011-09-14","85","10.84",142.73,580,6.75,0.1,2.5,1,2.69,0.4,11,0.08,125
"819","EL8.1GC","2011-10-12","","6.20",82.01,8625,5.21,0.4,6.6,5,15.4,1,NA,0.15,65
"820","EL8.1GC","2011-11-10","","8.18",108.05,130,9.28,0.3,5,2,5.62,0.4,NA,0.31,90
"821","EL8.1GC","2011-12-07","","14.45",189.81,230,9.35,0.4,2.5,1,3.69,0.15,NA,0.05,175
"822","EL8.1GC","2013-01-15","73","11.57",152.34,640,6.82,0.5,5.2,4.1,20.4,0.6,27,0.12,135
"823","EL8.1GC","2013-02-12","80","11.57",152.34,450,7.79,0.6,4.1,1,10.4,0.43,16.4,0.09,135
"824","EL8.1GC","2013-03-12","51","4.09",54.35,3900,9.51,0.31,6.6,7,62.6,0.82,18.3,0.21,40
"825","EL8.1GC","2013-04-16","48","13.38",175.93,1364,1.8,0.1,3.4,5,9.3,0.48,13.5,0.13,160
"826","EL8.1GC","2013-05-08","75","12.30",161.85,2000,7.66,0.57,3.4,2,9.49,0.19,11.5,0.12,145
"827","EL8.1GC","2013-06-11","72","11.57",152.34,1040,6.92,0.8,7.3,1,13.3,0.81,12.6,0.17,135
"828","EL8.1GC","2013-07-16","57","13.74",180.58,200,3.17,0.37,2.6,1,4.9,0.68,4.5,0.06,165
"829","EL8.1GC","2013-08-06","70","5.37",71.19,102,5.76,0.57,7.7,9,11.8,0.9,22.3,0.17,55
"830","EL8.1GC","2013-09-10","82","8.57",113.11,206,5.88,0.18,2.4,2.2,2.6,0.27,3.8,0.17,95
"831","EL8.1GC","2013-10-15","70","7.00",92.58,51,3.54,0.12,3.6,1,7.3,0.22,7.8,0.09,75
"832","EL8.1GC","2013-11-12","85","8.57",113.11,240,7.44,0.08,1.4,1,10.8,0.4,10.6,0.23,95
"833","EL8.1GC","2013-12-03","97","13.74",180.58,160,7.94,0.48,1.6,1,4.4,0.32,10.5,0.03,165
"834","EL8.1GC","2015-01-13","68","7.40",97.79,2400,10.65,0.83,6.6,2.2,24.1,0.2,28.8,0.09,80
"835","EL8.1GC","2015-02-10","59","3.92",52.04,6000,11.33,0.4,6.6,3.35,64.3,0.79,20.8,0.21,38
"836","EL8.1GC","2015-03-10","74","11.79",155.21,4400,9.1,0.76,3.2,1,6.7,0.93,18.3,0.02,138
"837","EL8.1GC","2015-04-14","62","12.95",170.33,500,2.84,0.14,2.2,1,9.2,0.44,7.5,0.05,154
"838","EL8.1GC","2015-05-12","38","7.87",103.97,15000,2.6,0.24,2.8,2.3,6.45,0.65,32.6,0.16,86
"839","EL8.1GC","2015-06-09","17","4.09",54.35,60000,4.33,0.5,8.6,10.4,55.4,1.35,21.7,0.29,40
"840","EL8.1GC","2015-07-14","14","3.56",47.36,60000,0.03,0.01,5.2,12,15.9,1.06,12.6,0.18,34
"841","EL8.1GC","2015-08-11","39","9.11",120.14,15000,2.52,0.12,2.9,1,3.86,0.72,15.5,0.11,102
"842","EL8.1GC","2015-09-15","51","4.53",60.06,2000,1.87,0.07,3.3,1,2.52,0.67,7.2,0.07,45
"843","EL8.1GC","2015-10-13","50","9.34",123.13,2500,2.36,0.23,2.1,1,4.56,0.62,8.1,0.01,105
"844","EL8.1GC","2015-11-10","65","5.42",71.74,6250,8.92,0.41,8.75,1,30.4,0.62,19.7,0.26,55.5
"845","EL8.1GC","2015-12-01","70","8.18",108.05,3400,8.77,0.32,6.7,1,16.5,0.56,15.8,0.09,90
"846","EL8.1GC","2017-01-19","76","13.74",180.58,860,6.4,0.33,4.3,1,10.6,0.85,23.2,0.05,165
"847","EL8.1GC","2017-02-14","88","13.81",181.51,710,8.87,0.3,2.75,1,10.7,0.37,7.4,0.04,166
"848","EL8.1GC","2017-03-14","63","4.09",54.35,3000,11,0.2,4.9,6,31.2,0.45,32.8,0.18,40
"849","EL8.1GC","2017-04-11","66","14.59",191.65,480,4.5,0.11,2.1,2.2,8.3,0.68,3.2,0.09,177
"850","EL8.1GC","2017-05-16","60","11.65",153.3,12000,5.7,0.7,3.1,1,42.4,0.67,9,0.14,136
"851","EL8.1GC","2017-06-13","55","7.16",94.67,4100,4.5,0.43,2.7,1,6.8,0.46,45.4,0.1,77
"852","EL8.1GC","2017-07-11","71","5.62",74.46,3100,5.7,0.37,2.5,1,6.9,0.39,72,0.39,58
"853","EL8.1GC","2017-08-15","58","10.24",134.95,3200,4.4,0.35,3.6,1,8.5,0.44,19,0.17,117
"854","EL8.1GC","2017-09-12","45","8.57",113.11,60000,6.1,0.33,4,4.4,118,0.74,26.3,0.08,95
"855","EL8.1GC","2017-10-10","25","5.04",66.78,28000,1.3,0.07,5.4,4.1,6.2,0.85,17.9,0.36,51
"856","EL8.1GC","2017-11-07","77","9.18",121.14,102.5,4.3,0.05,2.65,1,8.3,0.39,10.6,0.18,103
"857","EL8.1GC","2017-12-05","68","11.87",156.16,2650,5.2,0.19,2.3,1,11.6,1.13,9.4,0.4,139
"858","EL8.1GC","2019-01-08","75","9.72",128.08,1000,10.2,0.66,2.5,1,4.6,0.4,78,0.17,110
"859","EL8.1GC","2019-02-05","91","8.49",112.1,1,10.2,0.54,2.1,1,9.2,0.23,144.65,0.24,94
"860","EL8.1GC","2019-03-05","95","8.88",117.14,76,11,0.59,3.3,1,7.7,0.21,60.5,0.16,99
"861","EL8.1GC","2019-04-02","94","8.65",114.12,83,9.4,0.35,3.7,3.3,4.2,0.34,98.1,0.07,96
"862","EL8.1GC","2019-05-07","86","7.56",99.85,188,7,0.45,2.4,1,3.9,0.16,185,0.27,82
"863","EL8.1GC","2019-06-05","33","7.40",97.79,20000,3.5,0.22,2.1,1,5.8,0.54,104,0.35,80
"864","EL8.1GC","2019-07-09","41","8.57",113.11,7000,3.4,2.24,4.5,1,13.1,0.72,26.8,0.14,95
"865","EL8.1GC","2019-08-06","41","8.80",116.13,60000,4.1,0.49,5.4,3.2,32.2,0.66,17.3,0.2,98
"866","EL8.1GC","2019-09-03","55","11.57",152.34,6000,4.8,0.54,2.4,1,9.6,0.39,7.5,0.12,135
"867","EL8.1GC","2019-10-01","37","8.92",117.64,26500,1.5,0.02,2.1,1.8,4.7,0.73,13.8,0.31,99.5
"868","EL8.1GC","2019-11-05","","8.56",112.91,2200,6.1,0.17,2.6,1,104,NA,50.6,0.36,94.8
"869","EL8.1GC","2019-12-03","82","14.99",196.86,600,8.6,0.9,2.7,1,11.6,0.41,14.6,0.05,182.7
"870","EL8.1GC","2021-01-05","82","13.50",177.51,607,10.6,1.1,3.1,1,7.8,0.73,15.34,0.05,161.7
"871","EL8.1GC","2021-02-02","82","4.46",59.15,440,10.3,0.81,3.26,1,10.6,0.2,16.68,0.08,44.2
"872","EL8.1GC","2021-03-02","76","4.78",63.43,990,9.8,0.59,3.6,1,9.1,0.64,18.66,0.08,48
"873","EL8.1GC","2021-04-06","85","5.21",68.99,600,7.1,0.38,2.3,1,7.2,0.57,7.56,0,53
"874","EL8.1GC","2021-05-04","10","2.26",30.21,60000,0.1,0.02,3.2,17.2,29.7,0.95,9.39,0.29,20
"875","EL8.1GC","2021-06-01","39","2.26",30.21,2091,2,0.24,2.8,3.2,7.9,0.85,12.4,0.3,20
"876","EL8.1GC","2021-07-06","29","6.36",84.14,32000,3.9,0.38,6.1,3.1,7,0.86,43.7,0.35,67
"877","EL8.1GC","2021-08-03","91","4.70",62.31,88,6.3,0.22,4,1,5.3,0.55,30,0.17,47
"878","EL8.1GC","2021-09-07","45","9.49",125.11,2200,3,0.6,2.3,1,2,0.59,9.2,0.54,107
"879","EL8.1GC","2021-10-12","69","11.50",151.39,3400,6,0.63,3.25,1,2.9,0.57,58.3,0.47,134
"880","EL8.1GC","2021-11-02","71","6.03",79.87,1300,7.3,0.39,1.75,1,3.5,0.52,146,0.47,63
"881","EL8.1GC","2021-12-07","78","12.52",164.69,44.8,4.3,0.06,1.62,3,3.3,0.4,18.1,0.29,148
"882","EL8.5SEC","2004-01-20","","",NA,420,12.53,NA,NA,NA,11.7,NA,NA,NA,NA
"883","EL8.5SEC","2004-02-10","","",NA,200,11.2,NA,NA,NA,NA,NA,NA,NA,NA
"884","EL8.5SEC","2004-03-16","","",NA,6000,10.6,NA,NA,NA,33,NA,NA,NA,NA
"885","EL8.5SEC","2004-04-27","","",NA,6000,4.42,NA,NA,NA,23.2,NA,NA,NA,NA
"886","EL8.5SEC","2004-05-25","","",NA,2200,3.7,NA,NA,NA,5.66,NA,NA,NA,NA
"887","EL8.5SEC","2004-06-15","","",NA,2300,2.59,NA,NA,NA,4.02,NA,NA,NA,NA
"888","EL8.5SEC","2004-07-13","","",NA,22000,5.91,NA,NA,NA,65.9,NA,NA,NA,NA
"889","EL8.5SEC","2004-08-17","","",NA,1160,7.02,NA,NA,NA,12.2,NA,NA,NA,NA
"890","EL8.5SEC","2004-09-14","","",NA,818,5.83,NA,NA,NA,4.83,NA,NA,NA,NA
"891","EL8.5SEC","2004-10-12","","",NA,547,6.64,NA,NA,NA,4.28,NA,NA,NA,NA
"892","EL8.5SEC","2004-11-09","","",NA,760,5.89,NA,NA,NA,4.36,NA,NA,NA,NA
"893","EL8.5SEC","2004-12-07","","",NA,4100,8.19,NA,NA,NA,16.2,NA,NA,NA,NA
"894","EL8.5SEC","2005-01-10","","",NA,560,7.68,NA,NA,NA,4.43,NA,NA,NA,NA
"895","EL8.5SEC","2005-02-22","","",NA,645,10.02,NA,NA,NA,6.23,NA,NA,NA,NA
"896","EL8.5SEC","2005-03-08","","",NA,11000,12.23,NA,NA,NA,457,NA,NA,NA,NA
"897","EL8.5SEC","2005-04-12","","",NA,2100,9.31,NA,NA,NA,26,NA,NA,NA,NA
"898","EL8.5SEC","2005-05-17","","",NA,1636,4.91,NA,NA,NA,4.96,NA,NA,NA,NA
"899","EL8.5SEC","2005-06-14","","",NA,5700,1.5,NA,NA,NA,5.71,NA,NA,NA,NA
"900","EL8.5SEC","2005-07-12","","",NA,3200,5.46,NA,NA,NA,3.96,NA,NA,NA,NA
"901","EL8.5SEC","2005-08-16","","",NA,545,5.41,NA,NA,NA,4.09,NA,NA,NA,NA
"902","EL8.5SEC","2005-09-13","","",NA,480,2.97,NA,NA,NA,2.05,NA,NA,NA,NA
"903","EL8.5SEC","2005-10-11","","",NA,3100,5.8,NA,NA,NA,8.86,NA,NA,NA,NA
"904","EL8.5SEC","2005-11-08","","",NA,1080,2.8,NA,NA,NA,3.07,NA,NA,NA,NA
"905","EL8.5SEC","2005-12-06","","",NA,1727,10.94,NA,NA,NA,12.1,NA,NA,NA,NA
"906","EL8.5SEC","2006-01-10","","",NA,15000,9.68,NA,NA,NA,6.69,NA,NA,NA,NA
"907","EL8.5SEC","2006-02-07","","",NA,60000,4.42,NA,NA,NA,70.2,NA,NA,NA,NA
"908","EL8.5SEC","2006-03-14","","",NA,619,4.45,NA,NA,NA,7.57,NA,NA,NA,NA
"909","EL8.5SEC","2006-04-04","","",NA,5900,5.41,NA,NA,NA,8.21,NA,NA,NA,NA
"910","EL8.5SEC","2006-05-16","","",NA,1020,6.74,NA,NA,NA,11.4,NA,NA,NA,NA
"911","EL8.5SEC","2006-06-13","","",NA,60000,0.66,NA,NA,NA,17,NA,NA,NA,NA
"912","EL8.5SEC","2006-07-18","","",NA,5400,5.85,NA,NA,NA,6.25,NA,NA,NA,NA
